Time,Pressure
48.62,27.65
48.73,27.65
48.83,27.65
48.94,27.65
49.04,27.65
49.15,27.65
49.26,27.64
49.36,27.64
49.47,27.64
49.57,27.64
49.68,27.64
49.78,27.64
49.89,27.63
50.0,27.63
50.1,27.63
50.21,27.62
50.31,27.62
50.42,27.62
50.53,27.62
50.63,27.61
50.74,27.61
50.84,27.61
50.95,27.61
51.06,27.6
51.16,27.6
51.27,27.6
51.37,27.6
51.48,27.59
51.59,27.59
51.69,27.59
51.8,27.59
51.9,27.58
52.01,27.58
52.11,27.58
52.22,27.58
52.33,27.58
52.43,27.57
52.54,27.57
52.64,27.57
52.75,27.57
52.86,27.56
52.96,27.56
53.07,27.56
53.17,27.56
53.28,27.56
53.39,27.55
