Time,Pressure
2.13,27.51
2.24,27.51
2.35,27.51
2.45,27.51
2.56,27.51
2.66,27.51
2.77,27.51
2.88,27.51
2.98,27.51
3.09,27.51
3.19,27.51
3.3,27.51
3.4,27.51
3.51,27.51
3.62,27.51
3.72,27.51
3.83,27.51
3.93,27.51
4.04,27.51
4.15,27.51
4.25,27.51
4.36,27.51
