Time,Pressure
2.03,26.47
2.13,26.47
2.24,26.47
2.35,26.47
2.45,26.47
2.56,26.47
2.66,26.47
2.77,26.47
2.88,26.47
2.98,26.47
3.09,26.47
3.19,26.47
3.3,26.47
3.41,26.47
3.51,26.47
3.62,26.47
3.72,26.47
