Time,Pressure
2.13,27.74
2.24,27.74
2.35,27.74
2.45,27.74
2.56,27.74
2.66,27.74
2.77,27.74
2.88,27.74
2.98,27.74
3.09,27.74
3.19,27.74
3.3,27.74
3.4,27.74
3.51,27.74
3.62,27.73
