Time,Pressure
0.65,27.58
0.76,27.58
0.86,27.58
0.97,27.59
1.08,27.59
1.18,27.59
1.29,27.59
1.39,27.59
1.5,27.59
1.61,27.59
1.71,27.59
1.82,27.59
1.92,27.59
2.03,27.59
2.13,27.59
2.24,27.59
2.35,27.59
2.45,27.59
2.56,27.59
2.66,27.59
2.77,27.59
2.88,27.59
2.98,27.59
3.09,27.6
3.19,27.6
3.3,27.6
3.4,27.6
3.51,27.6
